Item,Count
Your home medications were changed as follows:,1
Brief Onc Summary per last endocrine note:,1
Prior Surgical Procedure:,1
ISS:,1
CHRONIC ISSUE:,1
Ct scan Head:,1
The remainder of his hospital course by system:,1
CT OF THE PELVIS WITH IV AND ENTERAL CONTRAST:,1
Foot xray after debridement:,1
please fax to:,1
current medications:,1
current regimen is as follows:,1
YOUR NEW BLOOD PRESSURE REGIMEN:,1
operative course included the following:,1
new medications:,1
Cardiology Investigations:,1
Post Drain removal Echo:,1
The following medications were changed to your regiment:,1
LLE duplex:,1
RecommendationS:,1
She came to the urolgy service:,1
BIOPSY:,1
Right main stem bronchus mass:,1
ON TRANSFER TO MICU:,1
Please call your doctor for the following:,1
Instructions for titrating lamotrigine and lorazepam:,1
POSITIVE MICRO STUDIES:,1
REMAINING HOSPITAL COURSE BY PROBLEM:,1
Acute Renal Failure:,1
Right arm weakness:,1
Diabetic Neuropathy with diabetic ulcer:,1
Catheter Tip:,1
Throat Culture:,1
Throat Viral Swab:,1
to see you at the following appointment we have made for you:,1
Incidental radiographic findings:,1
Please HOLD the following medications:,1
PATIENT DATA:,1
CONTINUATION OF PREVIOUS REPORT:,1
Red Cell Morphology:,1
Reticulocyte Count:,1
proBNP:,1
Vancomycin Troughs:,1
MRA kidneys:,1
emergency department:,1
IMMUNOSUPPRESSION MEDICATIONS INCLUDE:,1
PROCEDURE NOTE IN DETAIL:,2
medications have been added:,2
The Following medications were CHANGED:,1
RADIOLOGIC AND OTHER STUDIES:,1
postpericardiocentesis:,1
ATTENDING ADDENDUM:,1
This admission:,1
Exam on transfer to medicine:,1
at a rehabilitation facility with the following instructions:,1
Hospital Course By Issues:,1
Medications on transfer from CCU:,1
 COMMENTS:,1
PHYSICAL EXAM AT TIME OF TRANSFER:,1
BRIEF HOSPITAL SUMMARY:,1
Final diagnosis:,1
Medications on discharge:,1
You should also START taking:,1
Prior chemotherapy and history:,1
Hospital order numbers for the items used:,1
Optional supplies:,1
limitation:,1
ESOPHAGUS:,1
MRI knee:,1
Seondary diagnoses:,1
Injection four times a day as needed for elevated blood glucose:,1
severe hypoxia:,1
Dispo labs include:,1
eccho:,1
Labs on Medicine floor:,1
MEDICATION UPON TRANSFER TO CCU:,1
Most recent Imaging:,1
strength:,1
Prednisone taper as follows:,2
each new dose for two days:,1
You have the following appointment scheduled for you:,1
Previous Dx:,1
DISCHAREGE LABS:,1
Exam unchanged from admission except:,1
PENDING LABS AT DISHCARGE:,1
RN with the following guidelines:,1
CT of Head:,1
It was decided that she would undergo an emergent surgey:,1
CAD and Infranodal Heart Block:,1
Psych meds:,1
on DISCHARGE:,1
and the following happened:,1
system postoperatively:,1
FINAL PHYSICAL EXAM:,1
The following is a list of discharge medications:,1
For Afib:,1
Please call your doctor or return to the ER:,2
RADIOLOGY RESULTS:,1
By systems his hospital course was such:,1
issue:,1
HEAD CT WITHOUT CONTRAST:,1
Your other appointments:,1
Multiple indicental findings on CTA:,1
Secondary Dignoses:,1
pattern:,1
started increasing considerably:,1
Please fax results:,1
The following appointment had been made for you:,1
contact the following:,1
SECONDARY DX:,2
Here are your other appointments:,1
Trends and discharge labs:,1
Left lower extremity doppler:,1
Medical ICU Course:,1
ACTIVES ISSUES:,1
Please fax results to:,1
VOICE:,1
SPONTANEOUS SPEECH:,1
FUNCTIONAL COMMUNICATION:,1
empirically on antibiotics for PNA and possible diverticulitis:,1
TRANSITIONS OUT OF THE MICU:,1
Drain care:,1
Pre operative:,1
Studies During Admission:,1
Systems based description:,1
Other associated diagnoses:,1
RIGHT HEART CATH:,1
Your medications have changed in the following way:,1
stomach:,1
We have STOPPED three of your medications:,1
Medications on admission included:,1
Left Upper Extremity Venous Doppler US:,1
Right Upper Extremity Superficial US:,1
SUMMARY OF ICU COURSE:,1
Follow up CT Head:,1
There have been several changes to your medications:,1
Other Medications:,1
of her course is outlined by systems below:,1
We made the following additions to your medicine:,1
OTHER DISCHARGE MEDICATIONS:,1
Please have results faxed to:,1
should take the following medications when leavign the hospital:,1
On Transfer to the Floor:,1
Exam on the floor:,1
Medications on transfer from ICU:,1
ED Labs:,1
PAST ONCOLOGY HISTORY:,1
an outline of her ongoing medical issues:,1
Problems addressed included:,1
tox screens:,1
Right Groin Ultrasound:,1
postoperative course by systems is as follows:,1
PE prior to leaving medicine floor:,1
His current issues include:,1
ADDENDUM TO THE HOSPITAL COURSE:,1
Colonoscopy report:,1
was notable for:,2
You have an appointment to have your new pacemaker evaluated:,1
You have an appointment to see your primary care doctor:,1
pharmacy:,1
the following appointments set up for him:,1
Specific problems:,1
Continuation of previous report:,1
LUE US:,1
Full strength throughout:,1
Kidney US:,1
Please keep the following other appointments:,2
secodary:,1
After inbutation:,1
Operative procedure:,1
Please note the changes in your medications:,1
Initial Labs from ED:,1
MEDICATIONS ON TRANSFER TO THE MICU TEAM:,1
NEUROLOGY FLOOR COURSE:,1
Please followup with your Primary Care Physician:,1
weeks of leaving the hospital:,1
Representative Imaging:,1
Please start taking the following NEW medications:,1
Per Son patient is taking the following at home:,1
MRA OF THE BRAIN:,1
Neck plain films:,1
Upper Endoscopy:,1
Past serologies:,1
Discharge Hct:,1
Recommended followup:,1
appointments scheduled:,1
Delirium workup:,1
Return to the ER or see your doctor if:,1
Changes were made to your medication regimen:,1
                                      REFERENCE RANGE:,1
The following medications were increased:,1
Labs on Morning of Death:,1
were taken with results as follows:,1
Oncologic Hx:,1
Coronary anatomy as follows:,1
Meds on transfer from the ICU:,1
Return to the Emergency Department for:,1
appointment for within two weeks of leaving the hosptial:,1
Things to follow up on:,1
FOLLOWING CHANGES WERE MADE TO YOUR MEDICAL REGIMEN:,1
scheduled for:,1
NOTABLE DISCHARGE LABS:,1
LEFT SHOULDER PAIN:,1
CHRONIC KIDNEY DISEASE:,1
SCLERAL BUCKLE:,1
You will be seen at your facility by your primary care doctor:,1
following changes to your home medications:,1
The following was prescribed:,1
OP NOTE:,1
as follow:,1
Administer insulin if:,1
Vitals and exam on discharge:,1
The following medications have been ADDED for your pneumonia:,1
The following issues were addressed on this admission:,1
Please STOP all the following medications:,1
operating room for:,1
Surveillance labs:,1
Micro biology:,1
made prior to this hospital stay:,1
Follow ups:,1
Hospital Course on the floor is as follows:,1
The following changes were made to your medicines:,1
You have the following appointment also on file:,1
Current Issues:,1
Ischemia labs:,1
Last cath:,1
to the following recommendations:,1
You have the following appointments already scheduled for you:,1
On FLOOR:,1
Please Fax results to :,1
Please seek immediate medical attention if you experience:,1
GI Tube Check:,1
The patient is discharged home on the following medications:,1
L foot films:,1
BL ankle films:,1
Patient was transferred back to the Liver Service:,1
Subcutaneous four times a day as needed for Per SLiding Scale:,1
Labs on discharge from MICU:,1
Hemeatology Labs:,1
Aortic segment:,1
with the following recommendations:,1
course as summarized by problem was as follows:,1
SECONADRY DIAGNOSES:,1
C spine CT:,1
Stereotactic Biopsy and pathology results:,1
ADMITTING LABS:,1
What to expect when you go leave the hospital :,1
UPDATED LIST OF MEDICATIONS:,1
hospital course is by problem:,1
Other PSH:,2
Admission to floor:,1
CT C Spine:,1
He is being transferred on these medications:,1
Her hospital course was complicated by the following issues:,1
Labs morning prior to leaving AMA:,1
is discharged on the following medications:,1
twice daily regimen:,1
Wound care recommendations:,1
Urine Micro:,1
Xray foot:,1
Imaging findings that may require follow up:,1
PPx:,1
Medications at admission:,1
We have done the following changes to your medications:,1
ct head:,1
Pacemaker:,1
PAst medical history:,1
discharge is as follows:,1
Significant Labs:,1
These medications were held during your hospitalization:,1
Shoulder Films:,1
Steroids:,1
The following appointments have been previously scheduled:,1
Internal Medicine floor course:,1
Following appointments have been made for you:,1
Diabetes Mellitus:,1
Hypothyroidism:,1
admit labs:,1
SPINAL STENOSIS:,1
MACULAR DEGENERATION:,1
The following changes are being made to your medications:,1
In the CCU she has had several problems managed:,1
Initial vitals:,1
Mental status and neurologic observations:,2
emergency room should you develop any of the following symptoms:,2
Currently Scheduled Appointments:,1
CT ANGIOGRAPHY OF THE NECK AND HEAD:,1
His ICU Course is as follows:,1
MEDS With patient today:,1
mind the following:,1
On transfer to medicine floor:,1
While you were here some of your medications were changed:,1
The patient did receive cardiac enzymes that were as follows:,1
Please follow up with the following:,1
Surgical Recovery:,1
PHYSICAL EXAMINATION ON TRANSFER TO THE CORONARY CARE UNIT:,1
calcified granuloma and no evidence of CHF:,1
Please dispense:,1
You are being discharged with several new medications:,1
Colonic polypectomies:,1
Blood studies:,1
Laboratory data at discharge:,1
ULTRASOUND DOPPLER RIGHT LOWER EXTREMITY:,1
PD:,1
LEFT FOOT:,1
Other issues on hospitalization:,1
NH information:,1
Please follow up with all appointments as below:,1
Neurologist:,1
OSH meds:,1
Cardiac Catheterization Report:,1
MEDICATIONS PRIOR TO TRANSFER:,1
psychiatric medications upon admission included:,1
OI:,1
VNA Services:,1
Some of your home medications have been changed:,1
Selected Radiology:,1
VNA JP Orders:,1
Upper GI Bleed:,1
Hematuria:,1
Hip pain:,1
following issues were investigated during her hospitalization:,1
Placement of internal and external biliary drain:,1
Other new medicines:,1
MRV abdomen:,1
venous mapping:,1
Schizophrenia:,1
Pertinent Path:,1
OPTHALMOLOGY:,1
DISCAHRGE PHYSICAL EXAM:,1
Your surgeons have advised you to do the following:,1
Recent OR procedures:,1
MRI PELVIS:,1
Surgery were as follows:,1
with the following discharge diagnoses:,1
Changes to mediations:,1
Instructions to patient:,1
Liver Center:,1
as previously:,1
at OSH:,1
Prednisone taper:,2
daughter:,1
He was tranferred to the floor:,1
review of systems:,1
CT OF THE HEAD WITHOUT CONTRAST:,1
You were discharged on the following medications:,1
the following symptoms:,1
appointment to discuss this admission once you are out of rehab:,1
ULCERATIVE COLITIS:,1
   Anaerobic Bottle Gram Stain:,1
SURVEILLANCE BLOOD CULTURES:,1
 URINE CULTURE:,1
you have been restarted on some new medications:,1
NSTEMI:,1
Continue home medications with:,1
and cardiology:,1
hospitalization included:,1
PE at the discharge:,1
Labs at the discharge:,1
Ct of the abdomen:,1
PICC Placement:,1
AVF evaluation and dilation:,1
events are as follows:,1
please have the following labs drawn weekly:,1
You also have the followign previously scheduled appointments:,1
Cardiac Cath and Valvuloplasty:,1
the ED or call your PCP:,1
You were started on the following New medications:,1
Pathology report was as follows:,1
interval change:,1
Medications on Transfer to MICU:,1
Meds on Txfer from MICU to Floor:,1
primary diagnosis:,1
Admit Vitals:,1
     CT HEAD WITHOUT CONTRAST:,1
     FINDINGS:,1
Labs on Expiration:,1
WKND:,1
UPDATE on FLOOR:,1
Coronary Angiogram:,1
These are the medication changes made:,1
scheduled appointments:,1
An appointment with your cardiologist has been made for you:,1
ADMIT STUDIES:,1
Cervical spine CT:,1
ureteral stone:,1
Medication  Changes:,1
LABS DURING ICU ADMISSION:,1
START the following medications:,1
Details of his hospitalization are listed below:,1
chronic obstructive pulmonary disease:,1
says otherwise:,1
MRI of abdomen:,1
Ucx:,1
Changes:,1
REPEAT LABS:,1
FUNCTIONAL MRI:,1
INITIAL Recommendations for ED:,1
ADMISSION PLAN:,1
RASH:,1
Chronic Left Knee problems:,1
SIRS Course:,1
Laboratory Data on discharge:,1
changes has been made to your medications:,1
Aphasia:,1
Systolic HF:,1
SELECTED RADIOGRAPHIC STUDIES:,1
The following issues were addressed after transfer to floor:,1
Wet Read imaging:,1
ISSUES TO DISCUSS AT FOLLOW UP:,1
Persantine Stress:,1
Nuclear stress report:,1
STOP Medications:,1
The rest of her hospital course is reviewed below by problem:,1
US Abd:,1
Initial labs:,1
Significant findings included:,1
hospitalization include the following:,1
Connective tissue disease serology:,1
Type of Procedure:,1
Replacement Fluid:,1
Pre Labs:,1
Plt:,1
Haptoglobin:,1
LDH:,1
Ca:,1
Fluid Balance:,1
Pheresis Catheter Care:,1
Discharge to:,1
First draw day after discharge:,1
Thyroid US:,1
Phone:,1
and made the following recommendatios:,1
pt was seen by speech and swallow who recommended:,1
Cognitive Neurology:,1
Viral Studies:,1
Recommended Diet changes:,1
laboratory results on admission:,1
blood:,1
FAMILY CONTACT INFORMATION:,1
MRE:,1
CTA Head and neck:,1
neurologist who oversaw your care during this admission:,1
BODILY FLUIDS:,1
For your stomach:,1
To treat your high blood pressure:,1
Date of Consultation:,1
Perfusion study:,1
Laboratory data on this admission:,1
MEDICATIONS AT TIME OF ADMISSION TO THE CCU:,1
Also received prn:,1
Lethargy Work Up:,1
Anion Gap Work Up:,1
Ulcer Biopsies Pending:,1
Bilateral lower extremity ultrasounds:,1
We made you an appointment with gastroenterology:,1
You were previously scheduled to see:,1
Neurologic Exam per Neuro consult team:,1
are detailed below:,1
awake and after talking to the mother:,1
patient was on:,1
cCURRENT MEDICATIONS:,1
Exam on day of discharge:,1
Transitional care issues to be followed as outpatient:,1
To treat your swelling start taking:,1
The following problems were managed during this admission:,1
chest CT completed showed:,1
The following changes are made to your medication list:,1
IMAGING Studies:,1
of systems was notable for the following:,1
P Surgical Hx:,1
MiSC:,1
outpatient the patient was admitted with a regimen including:,1
results faxed to:,1
On leaving AMA:,1
Previously Scheduled appointemnts:,1
While inpatient the following medications have been changed:,1
Other Diagnoses:,1
Spinal MRI:,1
DISCHARGE MEDICATIONS ADDENDUM:,1
The following medications have been provided for your comfort:,1
Her exam on discharge was:,1
mammography:,1
On transfer to general medicine:,1
Angiography:,1
an appointment:,1
The Cardiac Surgery Office will call you with the following:,1
PERICARDIAL FLUID CYTOLOGY:,1
PLEURAL FLUID CYTOLOGY:,1
Cytology from pleural fluid:,1
Coagulability:,1
center where the sleep study will be performed is:,1
